date,year,quarter_number,quarter_name,month_number,month_name,month_short_name,week_of_year,week_of_month,day,day_of_week,day_of_year,day_name,day_short_name
2/6/2023,2023,1,Q1,2,febrero,feb.,6,2,6,2,37,lunes,lun
2/7/2023,2023,1,Q1,2,febrero,feb.,6,2,7,3,38,martes,mar
2/8/2023,2023,1,Q1,2,febrero,feb.,6,2,8,4,39,miércoles,mié
2/9/2023,2023,1,Q1,2,febrero,feb.,6,2,9,5,40,jueves,jue
2/10/2023,2023,1,Q1,2,febrero,feb.,6,2,10,6,41,viernes,vie
2/11/2023,2023,1,Q1,2,febrero,feb.,6,2,11,7,42,sábado,sáb
2/12/2023,2023,1,Q1,2,febrero,feb.,6,2,12,1,43,domingo,dom
2/13/2023,2023,1,Q1,2,febrero,feb.,7,3,13,2,44,lunes,lun
2/14/2023,2023,1,Q1,2,febrero,feb.,7,3,14,3,45,martes,mar
2/15/2023,2023,1,Q1,2,febrero,feb.,7,3,15,4,46,miércoles,mié
2/16/2023,2023,1,Q1,2,febrero,feb.,7,3,16,5,47,jueves,jue
2/17/2023,2023,1,Q1,2,febrero,feb.,7,3,17,6,48,viernes,vie
2/18/2023,2023,1,Q1,2,febrero,feb.,7,3,18,7,49,sábado,sáb
2/19/2023,2023,1,Q1,2,febrero,feb.,7,3,19,1,50,domingo,dom
2/20/2023,2023,1,Q1,2,febrero,feb.,8,4,20,2,51,lunes,lun
2/21/2023,2023,1,Q1,2,febrero,feb.,8,4,21,3,52,martes,mar
2/22/2023,2023,1,Q1,2,febrero,feb.,8,4,22,4,53,miércoles,mié
2/23/2023,2023,1,Q1,2,febrero,feb.,8,4,23,5,54,jueves,jue
2/24/2023,2023,1,Q1,2,febrero,feb.,8,4,24,6,55,viernes,vie
2/25/2023,2023,1,Q1,2,febrero,feb.,8,4,25,7,56,sábado,sáb
2/26/2023,2023,1,Q1,2,febrero,feb.,8,4,26,1,57,domingo,dom
2/27/2023,2023,1,Q1,2,febrero,feb.,9,5,27,2,58,lunes,lun
2/28/2023,2023,1,Q1,2,febrero,feb.,9,5,28,3,59,martes,mar
3/1/2023,2023,1,Q1,3,marzo,mar.,9,1,1,4,60,miércoles,mié
3/2/2023,2023,1,Q1,3,marzo,mar.,9,1,2,5,61,jueves,jue
3/3/2023,2023,1,Q1,3,marzo,mar.,9,1,3,6,62,viernes,vie
3/4/2023,2023,1,Q1,3,marzo,mar.,9,1,4,7,63,sábado,sáb
3/5/2023,2023,1,Q1,3,marzo,mar.,9,1,5,1,64,domingo,dom
3/6/2023,2023,1,Q1,3,marzo,mar.,10,2,6,2,65,lunes,lun
3/7/2023,2023,1,Q1,3,marzo,mar.,10,2,7,3,66,martes,mar
3/8/2023,2023,1,Q1,3,marzo,mar.,10,2,8,4,67,miércoles,mié
3/9/2023,2023,1,Q1,3,marzo,mar.,10,2,9,5,68,jueves,jue
3/10/2023,2023,1,Q1,3,marzo,mar.,10,2,10,6,69,viernes,vie
3/11/2023,2023,1,Q1,3,marzo,mar.,10,2,11,7,70,sábado,sáb
3/12/2023,2023,1,Q1,3,marzo,mar.,10,2,12,1,71,domingo,dom
3/13/2023,2023,1,Q1,3,marzo,mar.,11,3,13,2,72,lunes,lun
3/14/2023,2023,1,Q1,3,marzo,mar.,11,3,14,3,73,martes,mar
3/15/2023,2023,1,Q1,3,marzo,mar.,11,3,15,4,74,miércoles,mié
3/16/2023,2023,1,Q1,3,marzo,mar.,11,3,16,5,75,jueves,jue
3/17/2023,2023,1,Q1,3,marzo,mar.,11,3,17,6,76,viernes,vie
3/18/2023,2023,1,Q1,3,marzo,mar.,11,3,18,7,77,sábado,sáb
3/19/2023,2023,1,Q1,3,marzo,mar.,11,3,19,1,78,domingo,dom
3/20/2023,2023,1,Q1,3,marzo,mar.,12,4,20,2,79,lunes,lun
3/21/2023,2023,1,Q1,3,marzo,mar.,12,4,21,3,80,martes,mar
3/22/2023,2023,1,Q1,3,marzo,mar.,12,4,22,4,81,miércoles,mié
3/23/2023,2023,1,Q1,3,marzo,mar.,12,4,23,5,82,jueves,jue
3/24/2023,2023,1,Q1,3,marzo,mar.,12,4,24,6,83,viernes,vie
3/25/2023,2023,1,Q1,3,marzo,mar.,12,4,25,7,84,sábado,sáb
3/26/2023,2023,1,Q1,3,marzo,mar.,12,4,26,1,85,domingo,dom
3/27/2023,2023,1,Q1,3,marzo,mar.,13,5,27,2,86,lunes,lun
3/28/2023,2023,1,Q1,3,marzo,mar.,13,5,28,3,87,martes,mar
3/29/2023,2023,1,Q1,3,marzo,mar.,13,5,29,4,88,miércoles,mié
3/30/2023,2023,1,Q1,3,marzo,mar.,13,5,30,5,89,jueves,jue
3/31/2023,2023,1,Q1,3,marzo,mar.,13,5,31,6,90,viernes,vie
4/1/2023,2023,2,Q2,4,abril,abr.,13,1,1,7,91,sábado,sáb
4/2/2023,2023,2,Q2,4,abril,abr.,13,1,2,1,92,domingo,dom
4/3/2023,2023,2,Q2,4,abril,abr.,14,2,3,2,93,lunes,lun
4/4/2023,2023,2,Q2,4,abril,abr.,14,2,4,3,94,martes,mar
4/5/2023,2023,2,Q2,4,abril,abr.,14,2,5,4,95,miércoles,mié
4/6/2023,2023,2,Q2,4,abril,abr.,14,2,6,5,96,jueves,jue
4/7/2023,2023,2,Q2,4,abril,abr.,14,2,7,6,97,viernes,vie
4/8/2023,2023,2,Q2,4,abril,abr.,14,2,8,7,98,sábado,sáb
4/9/2023,2023,2,Q2,4,abril,abr.,14,2,9,1,99,domingo,dom
4/10/2023,2023,2,Q2,4,abril,abr.,15,3,10,2,100,lunes,lun
4/11/2023,2023,2,Q2,4,abril,abr.,15,3,11,3,101,martes,mar
4/12/2023,2023,2,Q2,4,abril,abr.,15,3,12,4,102,miércoles,mié
4/13/2023,2023,2,Q2,4,abril,abr.,15,3,13,5,103,jueves,jue
4/14/2023,2023,2,Q2,4,abril,abr.,15,3,14,6,104,viernes,vie
4/15/2023,2023,2,Q2,4,abril,abr.,15,3,15,7,105,sábado,sáb
4/16/2023,2023,2,Q2,4,abril,abr.,15,3,16,1,106,domingo,dom
4/17/2023,2023,2,Q2,4,abril,abr.,16,4,17,2,107,lunes,lun
4/18/2023,2023,2,Q2,4,abril,abr.,16,4,18,3,108,martes,mar
4/19/2023,2023,2,Q2,4,abril,abr.,16,4,19,4,109,miércoles,mié
4/20/2023,2023,2,Q2,4,abril,abr.,16,4,20,5,110,jueves,jue
4/21/2023,2023,2,Q2,4,abril,abr.,16,4,21,6,111,viernes,vie
4/22/2023,2023,2,Q2,4,abril,abr.,16,4,22,7,112,sábado,sáb
4/23/2023,2023,2,Q2,4,abril,abr.,16,4,23,1,113,domingo,dom
4/24/2023,2023,2,Q2,4,abril,abr.,17,5,24,2,114,lunes,lun
4/25/2023,2023,2,Q2,4,abril,abr.,17,5,25,3,115,martes,mar
4/26/2023,2023,2,Q2,4,abril,abr.,17,5,26,4,116,miércoles,mié
4/27/2023,2023,2,Q2,4,abril,abr.,17,5,27,5,117,jueves,jue
4/28/2023,2023,2,Q2,4,abril,abr.,17,5,28,6,118,viernes,vie
4/29/2023,2023,2,Q2,4,abril,abr.,17,5,29,7,119,sábado,sáb
4/30/2023,2023,2,Q2,4,abril,abr.,17,5,30,1,120,domingo,dom
5/1/2023,2023,2,Q2,5,mayo,may.,18,1,1,2,121,lunes,lun
5/2/2023,2023,2,Q2,5,mayo,may.,18,1,2,3,122,martes,mar
5/3/2023,2023,2,Q2,5,mayo,may.,18,1,3,4,123,miércoles,mié
5/4/2023,2023,2,Q2,5,mayo,may.,18,1,4,5,124,jueves,jue
5/5/2023,2023,2,Q2,5,mayo,may.,18,1,5,6,125,viernes,vie
5/6/2023,2023,2,Q2,5,mayo,may.,18,1,6,7,126,sábado,sáb
5/7/2023,2023,2,Q2,5,mayo,may.,18,1,7,1,127,domingo,dom
5/8/2023,2023,2,Q2,5,mayo,may.,19,2,8,2,128,lunes,lun
5/9/2023,2023,2,Q2,5,mayo,may.,19,2,9,3,129,martes,mar
5/10/2023,2023,2,Q2,5,mayo,may.,19,2,10,4,130,miércoles,mié
5/11/2023,2023,2,Q2,5,mayo,may.,19,2,11,5,131,jueves,jue
5/12/2023,2023,2,Q2,5,mayo,may.,19,2,12,6,132,viernes,vie
5/13/2023,2023,2,Q2,5,mayo,may.,19,2,13,7,133,sábado,sáb
5/14/2023,2023,2,Q2,5,mayo,may.,19,2,14,1,134,domingo,dom
5/15/2023,2023,2,Q2,5,mayo,may.,20,3,15,2,135,lunes,lun
5/16/2023,2023,2,Q2,5,mayo,may.,20,3,16,3,136,martes,mar
5/17/2023,2023,2,Q2,5,mayo,may.,20,3,17,4,137,miércoles,mié
5/18/2023,2023,2,Q2,5,mayo,may.,20,3,18,5,138,jueves,jue
5/19/2023,2023,2,Q2,5,mayo,may.,20,3,19,6,139,viernes,vie
5/20/2023,2023,2,Q2,5,mayo,may.,20,3,20,7,140,sábado,sáb
5/21/2023,2023,2,Q2,5,mayo,may.,20,3,21,1,141,domingo,dom
5/22/2023,2023,2,Q2,5,mayo,may.,21,4,22,2,142,lunes,lun
5/23/2023,2023,2,Q2,5,mayo,may.,21,4,23,3,143,martes,mar
5/24/2023,2023,2,Q2,5,mayo,may.,21,4,24,4,144,miércoles,mié
5/25/2023,2023,2,Q2,5,mayo,may.,21,4,25,5,145,jueves,jue
5/26/2023,2023,2,Q2,5,mayo,may.,21,4,26,6,146,viernes,vie
5/27/2023,2023,2,Q2,5,mayo,may.,21,4,27,7,147,sábado,sáb
5/28/2023,2023,2,Q2,5,mayo,may.,21,4,28,1,148,domingo,dom
5/29/2023,2023,2,Q2,5,mayo,may.,22,5,29,2,149,lunes,lun
5/30/2023,2023,2,Q2,5,mayo,may.,22,5,30,3,150,martes,mar
5/31/2023,2023,2,Q2,5,mayo,may.,22,5,31,4,151,miércoles,mié
6/1/2023,2023,2,Q2,6,junio,jun.,22,1,1,5,152,jueves,jue
6/2/2023,2023,2,Q2,6,junio,jun.,22,1,2,6,153,viernes,vie
6/3/2023,2023,2,Q2,6,junio,jun.,22,1,3,7,154,sábado,sáb
6/4/2023,2023,2,Q2,6,junio,jun.,22,1,4,1,155,domingo,dom
6/5/2023,2023,2,Q2,6,junio,jun.,23,2,5,2,156,lunes,lun
6/6/2023,2023,2,Q2,6,junio,jun.,23,2,6,3,157,martes,mar
6/7/2023,2023,2,Q2,6,junio,jun.,23,2,7,4,158,miércoles,mié
6/8/2023,2023,2,Q2,6,junio,jun.,23,2,8,5,159,jueves,jue
6/9/2023,2023,2,Q2,6,junio,jun.,23,2,9,6,160,viernes,vie
6/10/2023,2023,2,Q2,6,junio,jun.,23,2,10,7,161,sábado,sáb
6/11/2023,2023,2,Q2,6,junio,jun.,23,2,11,1,162,domingo,dom
6/12/2023,2023,2,Q2,6,junio,jun.,24,3,12,2,163,lunes,lun
6/13/2023,2023,2,Q2,6,junio,jun.,24,3,13,3,164,martes,mar
6/14/2023,2023,2,Q2,6,junio,jun.,24,3,14,4,165,miércoles,mié
6/15/2023,2023,2,Q2,6,junio,jun.,24,3,15,5,166,jueves,jue
6/16/2023,2023,2,Q2,6,junio,jun.,24,3,16,6,167,viernes,vie
6/17/2023,2023,2,Q2,6,junio,jun.,24,3,17,7,168,sábado,sáb
6/18/2023,2023,2,Q2,6,junio,jun.,24,3,18,1,169,domingo,dom
6/19/2023,2023,2,Q2,6,junio,jun.,25,4,19,2,170,lunes,lun
6/20/2023,2023,2,Q2,6,junio,jun.,25,4,20,3,171,martes,mar
6/21/2023,2023,2,Q2,6,junio,jun.,25,4,21,4,172,miércoles,mié
6/22/2023,2023,2,Q2,6,junio,jun.,25,4,22,5,173,jueves,jue
6/23/2023,2023,2,Q2,6,junio,jun.,25,4,23,6,174,viernes,vie
6/24/2023,2023,2,Q2,6,junio,jun.,25,4,24,7,175,sábado,sáb
6/25/2023,2023,2,Q2,6,junio,jun.,25,4,25,1,176,domingo,dom
6/26/2023,2023,2,Q2,6,junio,jun.,26,5,26,2,177,lunes,lun
6/27/2023,2023,2,Q2,6,junio,jun.,26,5,27,3,178,martes,mar
6/28/2023,2023,2,Q2,6,junio,jun.,26,5,28,4,179,miércoles,mié
6/29/2023,2023,2,Q2,6,junio,jun.,26,5,29,5,180,jueves,jue
6/30/2023,2023,2,Q2,6,junio,jun.,26,5,30,6,181,viernes,vie
7/1/2023,2023,3,Q3,7,julio,jul.,26,1,1,7,182,sábado,sáb
7/2/2023,2023,3,Q3,7,julio,jul.,26,1,2,1,183,domingo,dom
7/3/2023,2023,3,Q3,7,julio,jul.,27,2,3,2,184,lunes,lun
7/4/2023,2023,3,Q3,7,julio,jul.,27,2,4,3,185,martes,mar
7/5/2023,2023,3,Q3,7,julio,jul.,27,2,5,4,186,miércoles,mié
7/6/2023,2023,3,Q3,7,julio,jul.,27,2,6,5,187,jueves,jue
7/7/2023,2023,3,Q3,7,julio,jul.,27,2,7,6,188,viernes,vie
7/8/2023,2023,3,Q3,7,julio,jul.,27,2,8,7,189,sábado,sáb
7/9/2023,2023,3,Q3,7,julio,jul.,27,2,9,1,190,domingo,dom
7/10/2023,2023,3,Q3,7,julio,jul.,28,3,10,2,191,lunes,lun
7/11/2023,2023,3,Q3,7,julio,jul.,28,3,11,3,192,martes,mar
7/12/2023,2023,3,Q3,7,julio,jul.,28,3,12,4,193,miércoles,mié
7/13/2023,2023,3,Q3,7,julio,jul.,28,3,13,5,194,jueves,jue
7/14/2023,2023,3,Q3,7,julio,jul.,28,3,14,6,195,viernes,vie
7/15/2023,2023,3,Q3,7,julio,jul.,28,3,15,7,196,sábado,sáb
7/16/2023,2023,3,Q3,7,julio,jul.,28,3,16,1,197,domingo,dom
7/17/2023,2023,3,Q3,7,julio,jul.,29,4,17,2,198,lunes,lun
7/18/2023,2023,3,Q3,7,julio,jul.,29,4,18,3,199,martes,mar
7/19/2023,2023,3,Q3,7,julio,jul.,29,4,19,4,200,miércoles,mié
7/20/2023,2023,3,Q3,7,julio,jul.,29,4,20,5,201,jueves,jue
7/21/2023,2023,3,Q3,7,julio,jul.,29,4,21,6,202,viernes,vie
7/22/2023,2023,3,Q3,7,julio,jul.,29,4,22,7,203,sábado,sáb
7/23/2023,2023,3,Q3,7,julio,jul.,29,4,23,1,204,domingo,dom
7/24/2023,2023,3,Q3,7,julio,jul.,30,5,24,2,205,lunes,lun
7/25/2023,2023,3,Q3,7,julio,jul.,30,5,25,3,206,martes,mar
7/26/2023,2023,3,Q3,7,julio,jul.,30,5,26,4,207,miércoles,mié
7/27/2023,2023,3,Q3,7,julio,jul.,30,5,27,5,208,jueves,jue
7/28/2023,2023,3,Q3,7,julio,jul.,30,5,28,6,209,viernes,vie
7/29/2023,2023,3,Q3,7,julio,jul.,30,5,29,7,210,sábado,sáb
7/30/2023,2023,3,Q3,7,julio,jul.,30,5,30,1,211,domingo,dom
7/31/2023,2023,3,Q3,7,julio,jul.,31,6,31,2,212,lunes,lun
8/1/2023,2023,3,Q3,8,agosto,ago.,31,1,1,3,213,martes,mar
8/2/2023,2023,3,Q3,8,agosto,ago.,31,1,2,4,214,miércoles,mié
8/3/2023,2023,3,Q3,8,agosto,ago.,31,1,3,5,215,jueves,jue
8/4/2023,2023,3,Q3,8,agosto,ago.,31,1,4,6,216,viernes,vie
8/5/2023,2023,3,Q3,8,agosto,ago.,31,1,5,7,217,sábado,sáb
8/6/2023,2023,3,Q3,8,agosto,ago.,31,1,6,1,218,domingo,dom
8/7/2023,2023,3,Q3,8,agosto,ago.,32,2,7,2,219,lunes,lun
8/8/2023,2023,3,Q3,8,agosto,ago.,32,2,8,3,220,martes,mar
8/9/2023,2023,3,Q3,8,agosto,ago.,32,2,9,4,221,miércoles,mié
8/10/2023,2023,3,Q3,8,agosto,ago.,32,2,10,5,222,jueves,jue
8/11/2023,2023,3,Q3,8,agosto,ago.,32,2,11,6,223,viernes,vie
8/12/2023,2023,3,Q3,8,agosto,ago.,32,2,12,7,224,sábado,sáb
8/13/2023,2023,3,Q3,8,agosto,ago.,32,2,13,1,225,domingo,dom
8/14/2023,2023,3,Q3,8,agosto,ago.,33,3,14,2,226,lunes,lun
8/15/2023,2023,3,Q3,8,agosto,ago.,33,3,15,3,227,martes,mar
8/16/2023,2023,3,Q3,8,agosto,ago.,33,3,16,4,228,miércoles,mié
8/17/2023,2023,3,Q3,8,agosto,ago.,33,3,17,5,229,jueves,jue
8/18/2023,2023,3,Q3,8,agosto,ago.,33,3,18,6,230,viernes,vie
8/19/2023,2023,3,Q3,8,agosto,ago.,33,3,19,7,231,sábado,sáb
8/20/2023,2023,3,Q3,8,agosto,ago.,33,3,20,1,232,domingo,dom
8/21/2023,2023,3,Q3,8,agosto,ago.,34,4,21,2,233,lunes,lun
8/22/2023,2023,3,Q3,8,agosto,ago.,34,4,22,3,234,martes,mar
8/23/2023,2023,3,Q3,8,agosto,ago.,34,4,23,4,235,miércoles,mié
8/24/2023,2023,3,Q3,8,agosto,ago.,34,4,24,5,236,jueves,jue
8/25/2023,2023,3,Q3,8,agosto,ago.,34,4,25,6,237,viernes,vie
8/26/2023,2023,3,Q3,8,agosto,ago.,34,4,26,7,238,sábado,sáb
8/27/2023,2023,3,Q3,8,agosto,ago.,34,4,27,1,239,domingo,dom
8/28/2023,2023,3,Q3,8,agosto,ago.,35,5,28,2,240,lunes,lun
8/29/2023,2023,3,Q3,8,agosto,ago.,35,5,29,3,241,martes,mar
8/30/2023,2023,3,Q3,8,agosto,ago.,35,5,30,4,242,miércoles,mié
8/31/2023,2023,3,Q3,8,agosto,ago.,35,5,31,5,243,jueves,jue
9/1/2023,2023,3,Q3,9,septiembre,sept.,35,1,1,6,244,viernes,vie
9/2/2023,2023,3,Q3,9,septiembre,sept.,35,1,2,7,245,sábado,sáb
9/3/2023,2023,3,Q3,9,septiembre,sept.,35,1,3,1,246,domingo,dom
9/4/2023,2023,3,Q3,9,septiembre,sept.,36,2,4,2,247,lunes,lun
9/5/2023,2023,3,Q3,9,septiembre,sept.,36,2,5,3,248,martes,mar
9/6/2023,2023,3,Q3,9,septiembre,sept.,36,2,6,4,249,miércoles,mié
9/7/2023,2023,3,Q3,9,septiembre,sept.,36,2,7,5,250,jueves,jue
9/8/2023,2023,3,Q3,9,septiembre,sept.,36,2,8,6,251,viernes,vie
9/9/2023,2023,3,Q3,9,septiembre,sept.,36,2,9,7,252,sábado,sáb
9/10/2023,2023,3,Q3,9,septiembre,sept.,36,2,10,1,253,domingo,dom
9/11/2023,2023,3,Q3,9,septiembre,sept.,37,3,11,2,254,lunes,lun
9/12/2023,2023,3,Q3,9,septiembre,sept.,37,3,12,3,255,martes,mar
9/13/2023,2023,3,Q3,9,septiembre,sept.,37,3,13,4,256,miércoles,mié
9/14/2023,2023,3,Q3,9,septiembre,sept.,37,3,14,5,257,jueves,jue
9/15/2023,2023,3,Q3,9,septiembre,sept.,37,3,15,6,258,viernes,vie
9/16/2023,2023,3,Q3,9,septiembre,sept.,37,3,16,7,259,sábado,sáb
9/17/2023,2023,3,Q3,9,septiembre,sept.,37,3,17,1,260,domingo,dom
9/18/2023,2023,3,Q3,9,septiembre,sept.,38,4,18,2,261,lunes,lun
9/19/2023,2023,3,Q3,9,septiembre,sept.,38,4,19,3,262,martes,mar
9/20/2023,2023,3,Q3,9,septiembre,sept.,38,4,20,4,263,miércoles,mié
9/21/2023,2023,3,Q3,9,septiembre,sept.,38,4,21,5,264,jueves,jue
9/22/2023,2023,3,Q3,9,septiembre,sept.,38,4,22,6,265,viernes,vie
9/23/2023,2023,3,Q3,9,septiembre,sept.,38,4,23,7,266,sábado,sáb
9/24/2023,2023,3,Q3,9,septiembre,sept.,38,4,24,1,267,domingo,dom
9/25/2023,2023,3,Q3,9,septiembre,sept.,39,5,25,2,268,lunes,lun
9/26/2023,2023,3,Q3,9,septiembre,sept.,39,5,26,3,269,martes,mar
9/27/2023,2023,3,Q3,9,septiembre,sept.,39,5,27,4,270,miércoles,mié
9/28/2023,2023,3,Q3,9,septiembre,sept.,39,5,28,5,271,jueves,jue
9/29/2023,2023,3,Q3,9,septiembre,sept.,39,5,29,6,272,viernes,vie
9/30/2023,2023,3,Q3,9,septiembre,sept.,39,5,30,7,273,sábado,sáb
10/1/2023,2023,4,Q4,10,octubre,oct.,39,1,1,1,274,domingo,dom
10/2/2023,2023,4,Q4,10,octubre,oct.,40,2,2,2,275,lunes,lun
10/3/2023,2023,4,Q4,10,octubre,oct.,40,2,3,3,276,martes,mar
10/4/2023,2023,4,Q4,10,octubre,oct.,40,2,4,4,277,miércoles,mié
10/5/2023,2023,4,Q4,10,octubre,oct.,40,2,5,5,278,jueves,jue
10/6/2023,2023,4,Q4,10,octubre,oct.,40,2,6,6,279,viernes,vie
10/7/2023,2023,4,Q4,10,octubre,oct.,40,2,7,7,280,sábado,sáb
10/8/2023,2023,4,Q4,10,octubre,oct.,40,2,8,1,281,domingo,dom
10/9/2023,2023,4,Q4,10,octubre,oct.,41,3,9,2,282,lunes,lun
10/10/2023,2023,4,Q4,10,octubre,oct.,41,3,10,3,283,martes,mar
10/11/2023,2023,4,Q4,10,octubre,oct.,41,3,11,4,284,miércoles,mié
10/12/2023,2023,4,Q4,10,octubre,oct.,41,3,12,5,285,jueves,jue
10/13/2023,2023,4,Q4,10,octubre,oct.,41,3,13,6,286,viernes,vie
10/14/2023,2023,4,Q4,10,octubre,oct.,41,3,14,7,287,sábado,sáb
10/15/2023,2023,4,Q4,10,octubre,oct.,41,3,15,1,288,domingo,dom
10/16/2023,2023,4,Q4,10,octubre,oct.,42,4,16,2,289,lunes,lun
10/17/2023,2023,4,Q4,10,octubre,oct.,42,4,17,3,290,martes,mar
10/18/2023,2023,4,Q4,10,octubre,oct.,42,4,18,4,291,miércoles,mié
10/19/2023,2023,4,Q4,10,octubre,oct.,42,4,19,5,292,jueves,jue
10/20/2023,2023,4,Q4,10,octubre,oct.,42,4,20,6,293,viernes,vie
10/21/2023,2023,4,Q4,10,octubre,oct.,42,4,21,7,294,sábado,sáb
10/22/2023,2023,4,Q4,10,octubre,oct.,42,4,22,1,295,domingo,dom
10/23/2023,2023,4,Q4,10,octubre,oct.,43,5,23,2,296,lunes,lun
10/24/2023,2023,4,Q4,10,octubre,oct.,43,5,24,3,297,martes,mar
10/25/2023,2023,4,Q4,10,octubre,oct.,43,5,25,4,298,miércoles,mié
10/26/2023,2023,4,Q4,10,octubre,oct.,43,5,26,5,299,jueves,jue
10/27/2023,2023,4,Q4,10,octubre,oct.,43,5,27,6,300,viernes,vie
10/28/2023,2023,4,Q4,10,octubre,oct.,43,5,28,7,301,sábado,sáb
10/29/2023,2023,4,Q4,10,octubre,oct.,43,5,29,1,302,domingo,dom
10/30/2023,2023,4,Q4,10,octubre,oct.,44,6,30,2,303,lunes,lun
10/31/2023,2023,4,Q4,10,octubre,oct.,44,6,31,3,304,martes,mar
11/1/2023,2023,4,Q4,11,noviembre,nov.,44,1,1,4,305,miércoles,mié
11/2/2023,2023,4,Q4,11,noviembre,nov.,44,1,2,5,306,jueves,jue
11/3/2023,2023,4,Q4,11,noviembre,nov.,44,1,3,6,307,viernes,vie
11/4/2023,2023,4,Q4,11,noviembre,nov.,44,1,4,7,308,sábado,sáb
11/5/2023,2023,4,Q4,11,noviembre,nov.,44,1,5,1,309,domingo,dom
11/6/2023,2023,4,Q4,11,noviembre,nov.,45,2,6,2,310,lunes,lun
11/7/2023,2023,4,Q4,11,noviembre,nov.,45,2,7,3,311,martes,mar
11/8/2023,2023,4,Q4,11,noviembre,nov.,45,2,8,4,312,miércoles,mié
11/9/2023,2023,4,Q4,11,noviembre,nov.,45,2,9,5,313,jueves,jue
11/10/2023,2023,4,Q4,11,noviembre,nov.,45,2,10,6,314,viernes,vie
11/11/2023,2023,4,Q4,11,noviembre,nov.,45,2,11,7,315,sábado,sáb
11/12/2023,2023,4,Q4,11,noviembre,nov.,45,2,12,1,316,domingo,dom
11/13/2023,2023,4,Q4,11,noviembre,nov.,46,3,13,2,317,lunes,lun
11/14/2023,2023,4,Q4,11,noviembre,nov.,46,3,14,3,318,martes,mar
11/15/2023,2023,4,Q4,11,noviembre,nov.,46,3,15,4,319,miércoles,mié
11/16/2023,2023,4,Q4,11,noviembre,nov.,46,3,16,5,320,jueves,jue
11/17/2023,2023,4,Q4,11,noviembre,nov.,46,3,17,6,321,viernes,vie
11/18/2023,2023,4,Q4,11,noviembre,nov.,46,3,18,7,322,sábado,sáb
11/19/2023,2023,4,Q4,11,noviembre,nov.,46,3,19,1,323,domingo,dom
11/20/2023,2023,4,Q4,11,noviembre,nov.,47,4,20,2,324,lunes,lun
11/21/2023,2023,4,Q4,11,noviembre,nov.,47,4,21,3,325,martes,mar
11/22/2023,2023,4,Q4,11,noviembre,nov.,47,4,22,4,326,miércoles,mié
11/23/2023,2023,4,Q4,11,noviembre,nov.,47,4,23,5,327,jueves,jue
11/24/2023,2023,4,Q4,11,noviembre,nov.,47,4,24,6,328,viernes,vie
11/25/2023,2023,4,Q4,11,noviembre,nov.,47,4,25,7,329,sábado,sáb
11/26/2023,2023,4,Q4,11,noviembre,nov.,47,4,26,1,330,domingo,dom
11/27/2023,2023,4,Q4,11,noviembre,nov.,48,5,27,2,331,lunes,lun
11/28/2023,2023,4,Q4,11,noviembre,nov.,48,5,28,3,332,martes,mar
11/29/2023,2023,4,Q4,11,noviembre,nov.,48,5,29,4,333,miércoles,mié
11/30/2023,2023,4,Q4,11,noviembre,nov.,48,5,30,5,334,jueves,jue
12/1/2023,2023,4,Q4,12,diciembre,dic.,48,1,1,6,335,viernes,vie
12/2/2023,2023,4,Q4,12,diciembre,dic.,48,1,2,7,336,sábado,sáb
12/3/2023,2023,4,Q4,12,diciembre,dic.,48,1,3,1,337,domingo,dom
12/4/2023,2023,4,Q4,12,diciembre,dic.,49,2,4,2,338,lunes,lun
12/5/2023,2023,4,Q4,12,diciembre,dic.,49,2,5,3,339,martes,mar
12/6/2023,2023,4,Q4,12,diciembre,dic.,49,2,6,4,340,miércoles,mié
12/7/2023,2023,4,Q4,12,diciembre,dic.,49,2,7,5,341,jueves,jue
12/8/2023,2023,4,Q4,12,diciembre,dic.,49,2,8,6,342,viernes,vie
12/9/2023,2023,4,Q4,12,diciembre,dic.,49,2,9,7,343,sábado,sáb
12/10/2023,2023,4,Q4,12,diciembre,dic.,49,2,10,1,344,domingo,dom
12/11/2023,2023,4,Q4,12,diciembre,dic.,50,3,11,2,345,lunes,lun
12/12/2023,2023,4,Q4,12,diciembre,dic.,50,3,12,3,346,martes,mar
12/13/2023,2023,4,Q4,12,diciembre,dic.,50,3,13,4,347,miércoles,mié
12/14/2023,2023,4,Q4,12,diciembre,dic.,50,3,14,5,348,jueves,jue
12/15/2023,2023,4,Q4,12,diciembre,dic.,50,3,15,6,349,viernes,vie
12/16/2023,2023,4,Q4,12,diciembre,dic.,50,3,16,7,350,sábado,sáb
12/17/2023,2023,4,Q4,12,diciembre,dic.,50,3,17,1,351,domingo,dom
12/18/2023,2023,4,Q4,12,diciembre,dic.,51,4,18,2,352,lunes,lun
12/19/2023,2023,4,Q4,12,diciembre,dic.,51,4,19,3,353,martes,mar
12/20/2023,2023,4,Q4,12,diciembre,dic.,51,4,20,4,354,miércoles,mié
12/21/2023,2023,4,Q4,12,diciembre,dic.,51,4,21,5,355,jueves,jue
12/22/2023,2023,4,Q4,12,diciembre,dic.,51,4,22,6,356,viernes,vie
12/23/2023,2023,4,Q4,12,diciembre,dic.,51,4,23,7,357,sábado,sáb
12/24/2023,2023,4,Q4,12,diciembre,dic.,51,4,24,1,358,domingo,dom
12/25/2023,2023,4,Q4,12,diciembre,dic.,52,5,25,2,359,lunes,lun
